"상가업소번호","상호명","지점명","상권업종대분류코드","상권업종대분류명","상권업종중분류코드","상권업종중분류명","상권업종소분류코드","상권업종소분류명","표준산업분류코드","표준산업분류명","시도코드","시도명","시군구코드","시군구명","행정동코드","행정동명","법정동코드","법정동명","지번코드","대지구분코드","대지구분명","지번본번지","지번부번지","지번주소","도로명코드","도로명","건물본번지","건물부번지","건물관리번호","건물명","도로명주소","구우편번호","신우편번호","동정보","층정보","호정보","경도","위도"
20655887,"홍이네","","Q","음식","Q01","한식","Q01A07","부대찌개/섞어찌개","I56111","한식 음식점업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025031,"화순읍",4679025031206210000,1,"대지",621,NA,"전라남도 화순군 화순읍 삼천리 621",467904673266,"전라남도 화순군 화순읍 시장길",42,NA,"4679025031106210000042181","화순전통시장","전라남도 화순군 화순읍 시장길 42",519807,58122,"","1",NA,126.983427174941,35.0590871991344
28493823,"대화모텔","","O","숙박","O02","모텔/여관/여인숙","O02A01","모텔/여관/여인숙","I55112","여관업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025021,"화순읍",4679025021202110016,1,"대지",211,16,"전라남도 화순군 화순읍 교리 211-16",467903291015,"전라남도 화순군 화순읍 쌍충로",112,NA,"4679025021102110016041660","대화모텔","전라남도 화순군 화순읍 쌍충로 112",519804,58120,"","1",NA,126.980938871472,35.0617164667601
24280281,"가온감정평가법인광주전남","","L","부동산","L04","평가/개발/관리","L04A04","부동산감정평가","L68222","부동산 감정평가업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025025,"화순읍",4679025025200380001,1,"대지",38,1,"전라남도 화순군 화순읍 훈리 38-1",467903291032,"전라남도 화순군 화순읍 진각로",144,NA,"4679025025100380001000001","이지오피스텔","전라남도 화순군 화순읍 진각로 144",519805,58113,"","2",NA,126.987283004319,35.0637707306726
20647365,"풍성떡방앗간","","Q","음식","Q08","제과제빵떡케익","Q08A03","떡전문","I56191","제과점업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025031,"화순읍",4679025031206590000,1,"대지",659,NA,"전라남도 화순군 화순읍 삼천리 659",467903291036,"전라남도 화순군 화순읍 칠충로",86,NA,"4679025031106600001041585","","전라남도 화순군 화순읍 칠충로 86",519807,58137,"","",NA,126.980227804039,35.0571854109452
9335489,"그린마트","","D","소매","D03","종합소매점","D03A02","수퍼마켓","G47121","슈퍼마켓",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202430000,1,"대지",243,NA,"전라남도 화순군 화순읍 만연리 243",467903291004,"전라남도 화순군 화순읍 광덕로",180,NA,"4679025023102430000045157","화순부영아파트","전라남도 화순군 화순읍 광덕로 180",519754,58116,"","1",NA,126.993030924407,35.0608349136715
24100663,"동원스튜디오","","D","소매","D18","사진/광학/정밀기기소매","D18A03","카메라판매","G47823","사진기 및 사진용품 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202210000,1,"대지",221,NA,"전라남도 화순군 화순읍 만연리 221",467903291050,"전라남도 화순군 화순읍 중앙로",94,NA,"4679025023102210000044951","동원빌딩","전라남도 화순군 화순읍 중앙로 94",519806,58125,"","",NA,126.991656612232,35.0602646221556
22556451,"화순애견샵&카페","","Q","음식","Q12","커피점/카페","Q12A01","커피전문점/카페/다방","I56220","비알콜 음료점업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025024,"화순읍",4679025024201730000,1,"대지",173,NA,"전라남도 화순군 화순읍 신기리 173",467903291012,"전라남도 화순군 화순읍 서양로",430,NA,"4679025024101730000000001","","전라남도 화순군 화순읍 서양로 430",519950,58105,"","2",NA,126.994293110468,35.0678673764777
24118759,"대림의학","","D","소매","D13","책/서적/도서","D13A03","서적/신문소매","G47611","서적 및 잡지류 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025033,"화순읍",4679025033201210000,1,"대지",121,NA,"전라남도 화순군 화순읍 대리 121",467903291036,"전라남도 화순군 화순읍 칠충로",44,NA,"4679025033101210000041306","대광아파트2차","전라남도 화순군 화순읍 칠충로 44",519767,58137,"201","",NA,126.977502763083,35.0541788028239
20161210,"프로민물","","Q","음식","Q01","한식","Q01A01","한식/백반/한정식","I56111","한식 음식점업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025028,"화순읍",4679025028208430000,1,"대지",843,NA,"전라남도 화순군 화순읍 일심리 843",467903291053,"전라남도 화순군 화순읍 화동로",5,NA,"4679025028108430000045183","","전라남도 화순군 화순읍 화동로 5",519809,58126,"","",NA,126.993493354038,35.0553130972569
15545824,"농부의땀","","D","소매","D01","음/식료품소매","D01A13","청과물소매","G47214","과실 및 채소 소매업",46,"전라남도",46790,"화순군",4679033000,"청풍면",4679033031,"청풍면",4679033031200890016,1,"대지",89,16,"전라남도 화순군 청풍면 차리 89-16",467903017032,"전라남도 화순군 청풍면 곰치로",2006,1,"4679033031100890016000001","","전라남도 화순군 청풍면 곰치로 2006-1",519871,58162,"","",NA,126.976824017654,34.8753035686146
23985857,"대화종합장식","","D","소매","D07","가정/주방/인테리어","D07A14","지물판매","G47513","벽지 및 장판류 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030202820000,1,"대지",282,NA,"전라남도 화순군 화순읍 광덕리 282",467903291008,"전라남도 화순군 화순읍 만연로",36,NA,"4679025030102820000044780","","전라남도 화순군 화순읍 만연로 36",519803,58125,"","1",NA,126.99038022039,35.0588658317966
24165659,"SOCCUS","","D","소매","D03","종합소매점","D03A01","편의점","G47122","체인화 편의점",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025031,"화순읍",4679025031207240004,1,"대지",724,4,"전라남도 화순군 화순읍 삼천리 724-4",467904673266,"전라남도 화순군 화순읍 시장길",21,NA,"4679025031107240004042133","","전라남도 화순군 화순읍 시장길 21",519807,58122,"","",NA,126.983249868688,35.0574721877754
20491122,"미성식당","","Q","음식","Q01","한식","Q01A01","한식/백반/한정식","I56111","한식 음식점업",46,"전라남도",46790,"화순군",4679035000,"능주면",4679035023,"능주면",4679035023202340007,1,"대지",234,7,"전라남도 화순군 능주면 석고리 234-7",467904673426,"전라남도 화순군 능주면 죽수길",81,NA,"4679035023102340007025440","","전라남도 화순군 능주면 죽수길 81",519811,58153,"","1",NA,126.958491469291,34.990494454132
24223129,"이지렌트카","화순지점","F","생활서비스","F07","물품기기대여","F07A11","렌트카","L69110","자동차 임대업",46,"전라남도",46790,"화순군",4679031000,"한천면",4679031025,"한천면",4679031025201870000,1,"대지",187,NA,"전라남도 화순군 한천면 가암리 187",467903291043,"전라남도 화순군 한천면 덕음로",291,5,"4679031025101870000000001","","전라남도 화순군 한천면 덕음로 291-5",519821,58142,"","",NA,126.992105128677,34.9996391261997
24369765,"화순피닉스GYM","","R","학문/교육","R05","학원-음악미술무용","R05A02","피아노/바이올린/기타","P85620","예술 학원",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202390001,1,"대지",239,1,"전라남도 화순군 화순읍 만연리 239-1",467903291008,"전라남도 화순군 화순읍 만연로",64,NA,"4679025023102390001044760","낙원빌딩","전라남도 화순군 화순읍 만연로 64",519806,58117,"","3",NA,126.990448029649,35.0613723193441
21370209,"특공무술체육관","","R","학문/교육","R07","학원-예능취미체육","R07A21","합기도장","P85611","스포츠 교육기관",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202270000,1,"대지",227,NA,"전라남도 화순군 화순읍 만연리 227",467903291004,"전라남도 화순군 화순읍 광덕로",169,2,"4679025023102270000044956","","전라남도 화순군 화순읍 광덕로 169-2",519806,58125,"","2",NA,126.991856138671,35.0600859983247
21370212,"시온놀이방","","R","학문/교육","R08","유아교육","R08A01","놀이방","Q87210","보육시설 운영업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202430000,1,"대지",243,NA,"전라남도 화순군 화순읍 만연리 243",467903291004,"전라남도 화순군 화순읍 광덕로",180,NA,"4679025023102430000045157","화순부영아파트","전라남도 화순군 화순읍 광덕로 180",519754,58116,"","1",NA,126.993030924407,35.0608349136715
24156562,"옥경식품","","D","소매","D01","음/식료품소매","D01A01","식료품점","G47219","기타 식료품 소매업",46,"전라남도",46790,"화순군",4679035000,"능주면",4679035023,"능주면",4679035023202550003,1,"대지",255,3,"전라남도 화순군 능주면 석고리 255-3",467904673426,"전라남도 화순군 능주면 죽수길",67,NA,"4679035023102550003025411","","전라남도 화순군 능주면 죽수길 67",519811,58153,"","",NA,126.958342257457,34.989303301875
24291269,"대원자동차부분정비","","F","생활서비스","F14","자동차/이륜차","F14A01","자동차정비/카센타","","",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030202170006,1,"대지",217,6,"전라남도 화순군 화순읍 광덕리 217-6",467903291052,"전라남도 화순군 화순읍 충의로",151,1,"4679025030102170006045254","","전라남도 화순군 화순읍 충의로 151-1",519803,58134,"","",NA,126.993677023904,35.0546385618296
21395910,"프로포즈","","D","소매","D06","가방/신발/액세서리","D06A01","신발소매","G47420","신발 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025028,"화순읍",4679025028206740000,1,"대지",674,NA,"전라남도 화순군 화순읍 일심리 674",467903291004,"전라남도 화순군 화순읍 광덕로",144,NA,"4679025028106740000045049","","전라남도 화순군 화순읍 광덕로 144",519809,58126,"","1",NA,126.992622012218,35.05753235212
20536522,"은혜반찬","","D","소매","D01","음/식료품소매","D01A07","반찬가게","G47219","기타 식료품 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202300000,1,"대지",230,NA,"전라남도 화순군 화순읍 만연리 230",467903291004,"전라남도 화순군 화순읍 광덕로",165,NA,"4679025023102300000044987","화순유창허니문맨션2차","전라남도 화순군 화순읍 광덕로 165",519806,58125,"","1",NA,126.991771769503,35.0598148736904
21393235,"지에스칼텍스한전주유소","","F","생활서비스","F16","주유소/충전소","F16A01","주유소","G47711","차량용 주유소 운영업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025022,"화순읍",4679025022200030002,1,"대지",3,2,"전라남도 화순군 화순읍 향청리 3-2",467903291050,"전라남도 화순군 화순읍 중앙로",78,NA,"4679025022100030002044704","","전라남도 화순군 화순읍 중앙로 78",519808,58124,"","1",NA,126.989671880381,35.0603021921191
21391992,"대성낚시","","D","소매","D14","운동/경기용품소매","D14A05","낚시용품판매","G47631","운동 및 경기용품 소매업",46,"전라남도",46790,"화순군",4679034000,"이양면",4679034028,"이양면",4679034028106640002,1,"대지",664,2,"전라남도 화순군 이양면 오류리 664-2",467903291024,"전라남도 화순군 이양면 이양로",118,NA,"4679034028106640002020543","","전라남도 화순군 이양면 이양로 118",519863,58165,"","1",NA,126.989493262695,34.8902652027546
21242144,"키즈아트스쿨","","R","학문/교육","R05","학원-음악미술무용","R05A01","서예/서화/미술","P85620","예술 학원",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025033,"화순읍",4679025033200370008,1,"대지",37,8,"전라남도 화순군 화순읍 대리 37-8",467904673084,"전라남도 화순군 화순읍 대리길",17,NA,"4679025033100370008041539","한국하이빌","전라남도 화순군 화순읍 대리길 17",519760,58121,"","2",NA,126.979763231078,35.0592817909681
21392333,"도곡낚시터","","N","관광/여가/오락","N07","놀이/여가/취미","N07A02","낚시터","R91231","낚시장 운영업",46,"전라남도",46790,"화순군",4679036000,"도곡면",4679036029,"도곡면",4679036029109340002,1,"대지",934,2,"전라남도 화순군 도곡면 신덕리 934-2",467904673270,"전라남도 화순군 도곡면 신덕종방길",15,2,"4679036029109340002029072","","전라남도 화순군 도곡면 신덕종방길 15-2",519831,58154,"","1",NA,126.916035411861,35.0079798001872
20353044,"달가삼계탕","","Q","음식","Q05","닭/오리요리","Q05A01","삼계탕전문","I56111","한식 음식점업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025024,"화순읍",4679025024203110002,1,"대지",311,2,"전라남도 화순군 화순읍 신기리 311-2",467903291032,"전라남도 화순군 화순읍 진각로",166,NA,"4679025024103110002046978","","전라남도 화순군 화순읍 진각로 166",519950,58113,"","1",NA,126.987575422133,35.0658374012568
21704252,"드림태권도장","","R","학문/교육","R07","학원-예능취미체육","R07A20","태권도장","P85611","스포츠 교육기관",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202290000,1,"대지",229,NA,"전라남도 화순군 화순읍 만연리 229",467903291004,"전라남도 화순군 화순읍 광덕로",169,4,"4679025023102290000044926","","전라남도 화순군 화순읍 광덕로 169-4",519806,58125,"","2",NA,126.991461518591,35.0600827179841
21220445,"춘양개별용달","","F","생활서비스","F04","운송/배달/택배","F04A06","종합이삿짐대행","H49311","일반 화물자동차 운송업",46,"전라남도",46790,"화순군",4679032000,"춘양면",4679032021,"춘양면",4679032021105730043,1,"대지",573,43,"전라남도 화순군 춘양면 석정리 573-43",467904673112,"전라남도 화순군 춘양면 돌정3길",5,NA,"4679032021105730043037376","","전라남도 화순군 춘양면 돌정3길 5",519852,58157,"","1",NA,126.960654054554,34.9502374816933
21331122,"명동의류타운","","D","소매","D05","의복의류","D05A01","일반의류","G47416","셔츠 및 기타 의복 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025022,"화순읍",4679025022200450003,1,"대지",45,3,"전라남도 화순군 화순읍 향청리 45-3",467903291050,"전라남도 화순군 화순읍 중앙로",50,NA,"4679025022100450003000001","명동의류센터","전라남도 화순군 화순읍 중앙로 50",519808,58123,"","1",NA,126.98692005206,35.0603152971889
21330762,"호돌이DC마트","","D","소매","D03","종합소매점","D03A04","생활용품판매","G47190","그외 기타 종합 소매업",46,"전라남도",46790,"화순군",4679035000,"능주면",4679035026,"능주면",4679035026201020003,1,"대지",102,3,"전라남도 화순군 능주면 관영리 102-3",467904673426,"전라남도 화순군 능주면 죽수길",72,NA,"4679035026101020003025506","","전라남도 화순군 능주면 죽수길 72",519811,58153,"","1",NA,126.958853583015,34.989578113357
21394634,"영주스포츠","","D","소매","D14","운동/경기용품소매","D14A01","운동/경기용품","G47631","운동 및 경기용품 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025028,"화순읍",4679025028206770000,1,"대지",677,NA,"전라남도 화순군 화순읍 일심리 677",467903291004,"전라남도 화순군 화순읍 광덕로",140,NA,"4679025028106770000045061","","전라남도 화순군 화순읍 광덕로 140",519809,58126,"","1",NA,126.992615589708,35.0571627199358
21389737,"도레미피아노학원","","R","학문/교육","R05","학원-음악미술무용","R05A02","피아노/바이올린/기타","P85620","예술 학원",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025028,"화순읍",4679025028208610000,1,"대지",861,NA,"전라남도 화순군 화순읍 일심리 861",467903291017,"전라남도 화순군 화순읍 알메로",86,NA,"4679025028108610000045467","화순4차서라아파트","전라남도 화순군 화순읍 알메로 86",519762,58116,"","2",NA,126.99503112927,35.0631140442871
21391614,"이양당구장","","N","관광/여가/오락","N01","PC/오락/당구/볼링등","N01A03","당구장","R91135","당구장 운영업",46,"전라남도",46790,"화순군",4679034000,"이양면",4679034028,"이양면",4679034028106700038,1,"대지",670,38,"전라남도 화순군 이양면 오류리 670-38",467903291024,"전라남도 화순군 이양면 이양로",113,NA,"4679034028106700038020504","","전라남도 화순군 이양면 이양로 113",519863,58165,"","1",NA,126.989214256207,34.8898211796292
9165718,"인혜헤어샵","","F","생활서비스","F01","이/미용/건강","F01A01","여성미용실","S96112","두발미용업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030200100001,1,"대지",10,1,"전라남도 화순군 화순읍 광덕리 10-1",467903291025,"전라남도 화순군 화순읍 자치샘로",92,NA,"4679025030100100001044638","","전라남도 화순군 화순읍 자치샘로 92",519803,58124,"","1",NA,126.989677240965,35.0589771622831
21228811,"이숍놀이방","","R","학문/교육","R08","유아교육","R08A01","놀이방","Q87210","보육시설 운영업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025033,"화순읍",4679025033200370008,1,"대지",37,8,"전라남도 화순군 화순읍 대리 37-8",467904673084,"전라남도 화순군 화순읍 대리길",17,NA,"4679025033100370008041539","한국하이빌","전라남도 화순군 화순읍 대리길 17",519760,58121,"","1",NA,126.979763231078,35.0592817909681
20164530,"백아산찬거리작목반","","D","소매","D01","음/식료품소매","D01A07","반찬가게","G47219","기타 식료품 소매업",46,"전라남도",46790,"화순군",4679039000,"북면",4679039034,"북면",4679039034203680001,1,"대지",368,1,"전라남도 화순군 북면 수리 368-1",467904673262,"전라남도 화순군 북면 수리길",1,NA,"4679039034103680001000001","","전라남도 화순군 북면 수리길 1",519921,58101,"","",NA,127.150436392299,35.1391649004733
21395214,"새벽자원","","D","소매","D24","중고품소매/교환","D24A02","재활용/고물수집","G47869","기타 중고상품 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030201670001,1,"대지",167,1,"전라남도 화순군 화순읍 광덕리 167-1",467903291008,"전라남도 화순군 화순읍 만연로",19,NA,"4679025030101670001000001","","전라남도 화순군 화순읍 만연로 19",519803,58124,"","1",NA,126.989706077841,35.0575261300754
21223829,"에이디건축자재백화점","","D","소매","D21","철물/난방/건설자재소매","D21A01","건축백화점","G47519","페인트, 유리 및 기타 건설자재 소매업",46,"전라남도",46790,"화순군",4679034000,"이양면",4679034032,"이양면",4679034032204960000,1,"대지",496,NA,"전라남도 화순군 이양면 초방리 496",467904673464,"전라남도 화순군 이양면 초방길",125,20,"4679034032104960000021753","","전라남도 화순군 이양면 초방길 125-20",519862,58163,"","",NA,127.00175304907,34.847169488963
28493302,"럭셔리모텔","","O","숙박","O02","모텔/여관/여인숙","O02A01","모텔/여관/여인숙","I55112","여관업",46,"전라남도",46790,"화순군",4679036000,"도곡면",4679036028,"도곡면",4679036028207520000,1,"대지",752,NA,"전라남도 화순군 도곡면 천암리 752",467904673331,"전라남도 화순군 도곡면 온천1길",100,NA,"4679036028107520000030615","럭셔리","전라남도 화순군 도곡면 온천1길 100",519832,58148,"","",NA,126.90200661497,35.0337962320517
21222091,"태후사랑","","D","소매","D16","화장품소매","D16A01","화장품판매점","G47813","화장품 및 방향제 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030202960000,1,"대지",296,NA,"전라남도 화순군 화순읍 광덕리 296",467904673066,"전라남도 화순군 화순읍 노대길",53,NA,"4679025030102960000044832","","전라남도 화순군 화순읍 노대길 53",519803,58125,"","",NA,126.990611743085,35.0587595891848
21328757,"매일마트","","D","소매","D03","종합소매점","D03A02","수퍼마켓","G47121","슈퍼마켓",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025025,"화순읍",4679025025200520005,1,"대지",52,5,"전라남도 화순군 화순읍 훈리 52-5",467904673130,"전라남도 화순군 화순읍 동헌길",22,NA,"4679025025100520005046922","","전라남도 화순군 화순읍 동헌길 22",519805,58112,"","1",NA,126.985791818374,35.0637853137197
21294876,"경동보일러","","D","소매","D21","철물/난방/건설자재소매","D21A06","철물/건설자재소매","G47511","철물 및 난방용구 소매업",46,"전라남도",46790,"화순군",4679035000,"능주면",4679035023,"능주면",4679035023202250001,1,"대지",225,1,"전라남도 화순군 능주면 석고리 225-1",467904673237,"전라남도 화순군 능주면 석고길",17,NA,"4679035023102250001025243","","전라남도 화순군 능주면 석고길 17",519811,58153,"","1",NA,126.957401023146,34.990971860448
24802878,"동원FOODSYSTEM","","D","소매","D01","음/식료품소매","D01A06","육류소매","G47212","육류 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025031,"화순읍",4679025031206260000,1,"대지",626,NA,"전라남도 화순군 화순읍 삼천리 626",467904673266,"전라남도 화순군 화순읍 시장길",48,NA,"4679025031106260000046843","","전라남도 화순군 화순읍 시장길 48",519807,58122,"","",NA,126.983240951928,35.0599600066611
21386679,"이양농기구","","F","생활서비스","F03","개인/가정용품수리","F03A16","농기구수리","S95399","그외 기타 개인 및 가정용품 수리업",46,"전라남도",46790,"화순군",4679034000,"이양면",4679034029,"이양면",4679034029103190003,1,"대지",319,3,"전라남도 화순군 이양면 이양리 319-3",467903291024,"전라남도 화순군 이양면 이양로",45,NA,"4679034029103190003020282","","전라남도 화순군 이양면 이양로 45",519863,58165,"","1",NA,126.987964904237,34.8837531343305
20535810,"부자떡방앗간","","Q","음식","Q08","제과제빵떡케익","Q08A03","떡전문","I56191","제과점업",46,"전라남도",46790,"화순군",4679034000,"이양면",4679034027,"이양면",4679034027209630011,1,"대지",963,11,"전라남도 화순군 이양면 품평리 963-11",467904673192,"전라남도 화순군 이양면 봉하등길",1,NA,"4679034027109630011020177","봉하정미소","전라남도 화순군 이양면 봉하등길 1",519863,58165,"","",NA,126.987031623152,34.9045324515738
25436108,"양정달마루골","","D","소매","D01","음/식료품소매","D01A13","청과물소매","G47214","과실 및 채소 소매업",46,"전라남도",46790,"화순군",4679036000,"도곡면",4679036023,"도곡면",4679036023203870000,1,"대지",387,NA,"전라남도 화순군 도곡면 월곡리 387",467904673296,"전라남도 화순군 도곡면 양정길",27,NA,"4679036023103870000000001","","전라남도 화순군 도곡면 양정길 27",519833,58154,"","",NA,126.906686874275,34.9884615144361
21174668,"삼육두듀화순대리점","화순대리점","D","소매","D01","음/식료품소매","D01A25","두유판매","G47221","음료 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025035,"화순읍",4679025035204990001,1,"대지",499,1,"전라남도 화순군 화순읍 벽라리 499-1",467903291018,"전라남도 화순군 화순읍 오성로",476,NA,"4679025035104960001039796","","전라남도 화순군 화순읍 오성로 476",519801,58109,"","1",NA,126.961012929686,35.0518212259843
21380856,"남광전자설비","","F","생활서비스","F03","개인/가정용품수리","F03A02","가전제품수리","S95310","가전제품 수리업",46,"전라남도",46790,"화순군",4679034000,"이양면",4679034028,"이양면",4679034028106630004,1,"대지",663,4,"전라남도 화순군 이양면 오류리 663-4",467903291024,"전라남도 화순군 이양면 이양로",121,NA,"4679034028106630004020492","","전라남도 화순군 이양면 이양로 121",519863,58165,"","1",NA,126.989216143322,34.8905603726223
21379301,"컴채널","","D","소매","D08","사무/문구/컴퓨터","D08A05","컴퓨터전문매장","G47311","컴퓨터 및 주변장치, 소프트웨어 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202430000,1,"대지",243,NA,"전라남도 화순군 화순읍 만연리 243",467903291004,"전라남도 화순군 화순읍 광덕로",180,NA,"4679025023102430000045157","화순부영아파트","전라남도 화순군 화순읍 광덕로 180",519754,58116,"","1",NA,126.993030924407,35.0608349136715
15516613,"그린랜드펜션","","O","숙박","O03","캠프/별장/펜션","O03A01","캠프/별장/펜션","I55119","기타 관광숙박시설 운영업",46,"전라남도",46790,"화순군",4679032000,"춘양면",4679032032,"춘양면",4679032032204010005,1,"대지",401,5,"전라남도 화순군 춘양면 용두리 401-5",467903291038,"전라남도 화순군 춘양면 학포로",1213,55,"4679032032104010005000001","","전라남도 화순군 춘양면 학포로 1213-55",519853,58159,"","",NA,126.978331159796,34.9417427678917
20430292,"형제건강원","","D","소매","D10","건강/미용식품","D10A07","건강원","G47216","건강보조식품 소매업",46,"전라남도",46790,"화순군",4679035000,"능주면",4679035023,"능주면",4679035023202750002,1,"대지",275,2,"전라남도 화순군 능주면 석고리 275-2",467904673237,"전라남도 화순군 능주면 석고길",2,NA,"4679035023102750002024927","","전라남도 화순군 능주면 석고길 2",519811,58153,"","",NA,126.955693948431,34.9908400043209
24790734,"명계","","D","소매","D01","음/식료품소매","D01A06","육류소매","G47212","육류 소매업",46,"전라남도",46790,"화순군",4679031000,"한천면",4679031030,"한천면",4679031030203220026,1,"대지",322,26,"전라남도 화순군 한천면 동가리 322-26",467904673517,"전라남도 화순군 한천면 헌무정길",14,1,"4679031030103220026019316","","전라남도 화순군 한천면 헌무정길 14-1",519822,58144,"","",NA,127.062547515987,34.9666794014289
21285966,"무등피브시상사","","D","소매","D21","철물/난방/건설자재소매","D21A06","철물/건설자재소매","G47511","철물 및 난방용구 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025021,"화순읍",4679025021202020001,1,"대지",202,1,"전라남도 화순군 화순읍 교리 202-1",467903291042,"전라남도 화순군 화순읍 대교로",8,NA,"4679025021102020001046814","","전라남도 화순군 화순읍 대교로 8",519804,58120,"","1",NA,126.980603499168,35.0631198482719
21683023,"성안건재","","D","소매","D21","철물/난방/건설자재소매","D21A06","철물/건설자재소매","G47511","철물 및 난방용구 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025024,"화순읍",4679025024204050003,1,"대지",405,3,"전라남도 화순군 화순읍 신기리 405-3",467903291004,"전라남도 화순군 화순읍 광덕로",215,NA,"4679025024104050003044850","화순부영아파트","전라남도 화순군 화순읍 광덕로 215",519756,58114,"","1",NA,126.990834057375,35.0647468080455
21381794,"고향부동산","","L","부동산","L01","부동산중개","L01A01","부동산중개","L68221","부동산 자문 및 중개업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025023,"화순읍",4679025023202430000,1,"대지",243,NA,"전라남도 화순군 화순읍 만연리 243",467903291004,"전라남도 화순군 화순읍 광덕로",180,NA,"4679025023102430000045157","화순부영아파트","전라남도 화순군 화순읍 광덕로 180",519754,58116,"","1",NA,126.993030924407,35.0608349136715
21326458,"화순인테리어","","D","소매","D07","가정/주방/인테리어","D07A14","지물판매","G47513","벽지 및 장판류 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030203790000,1,"대지",379,NA,"전라남도 화순군 화순읍 광덕리 379",467903291004,"전라남도 화순군 화순읍 광덕로",127,NA,"4679025030103790000045019","","전라남도 화순군 화순읍 광덕로 127",519803,58125,"","",NA,126.992234715636,35.0560418056297
21179430,"모든기획","","F","생활서비스","F12","광고/인쇄","F12A02","간판제작종합","C33910","간판 및 광고물 제조업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025030,"화순읍",4679025030201260001,1,"대지",126,1,"전라남도 화순군 화순읍 광덕리 126-1",467904673453,"전라남도 화순군 화순읍 천변좌길",3,NA,"4679025030101260001000001","","전라남도 화순군 화순읍 천변좌길 3",519803,58123,"","1",NA,126.988025533909,35.0560157789932
21283107,"트윈카센타","","F","생활서비스","F14","자동차/이륜차","F14A01","자동차정비/카센타","","",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025033,"화순읍",4679025033200040000,1,"대지",4,NA,"전라남도 화순군 화순읍 대리 4",467903291015,"전라남도 화순군 화순읍 쌍충로",127,2,"4679025033100040000041403","화순통일1급자동차공업사","전라남도 화순군 화순읍 쌍충로 127-2",519951,58110,"","1",NA,126.978664830272,35.0620939610484
21348385,"만복상회","","D","소매","D03","종합소매점","D03A03","잡화점","G47190","그외 기타 종합 소매업",46,"전라남도",46790,"화순군",4679032000,"춘양면",4679032021,"춘양면",4679032021105730123,1,"대지",573,123,"전라남도 화순군 춘양면 석정리 573-123",467904673009,"전라남도 화순군 춘양면 강변길",25,5,"4679032021105730123037460","","전라남도 화순군 춘양면 강변길 25-5",519852,58157,"","1",NA,126.961844958309,34.9495625832281
28516041,"뷰티크레딧화순점광주점","광주점","D","소매","D16","화장품소매","D16A01","화장품판매점","G47813","화장품 및 방향제 소매업",46,"전라남도",46790,"화순군",4679025000,"화순읍",4679025021,"화순읍",4679025021201550000,1,"대지",155,NA,"전라남도 화순군 화순읍 교리 155",467904673032,"전라남도 화순군 화순읍 교동2길",4,NA,"4679025021101550000042027","","전라남도 화순군 화순읍 교동2길 4",519804,58111,"","1",NA,126.982852735823,35.0638598583008
